month,state,permit,permit_recheck,handgun,long_gun,other,multiple,admin,prepawn_handgun,prepawn_long_gun,prepawn_other,redemption_handgun,redemption_long_gun,redemption_other,returned_handgun,returned_long_gun,returned_other,rentals_handgun,rentals_long_gun,private_sale_handgun,private_sale_long_gun,private_sale_other,return_to_seller_handgun,return_to_seller_long_gun,return_to_seller_other,totals
2022-10,Kentucky,606,306736,9836,9489,517,655,7,8,8,0,1482,1021,1,16,3,0,0,0,20,20,1,1,0,0,330427
2022-10,Louisiana,1686,465,11485,10058,681,701,0,8,4,0,977,664,12,0,0,0,0,0,9,16,1,0,0,0,26767
2022-10,Maine,551,6,3706,6019,264,243,4,1,2,0,70,77,0,30,12,0,0,0,1,2,0,0,0,0,10988
2022-10,Mariana Islands,0,0,15,15,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
2022-10,Maryland,17861,9,11676,6156,137,6,0,0,0,0,105,94,1,74,11,0,0,0,0,14,0,0,1,0,36145
2022-10,Massachusetts,9156,0,4996,2861,1332,265,8,0,0,0,14,13,1,0,0,0,0,0,15,9,3,0,0,0,18673
2022-10,Michigan,16796,5703,18736,18051,1541,948,0,0,2,0,16,242,5,71,10,0,0,0,17,16,1,0,1,0,62156
2022-10,Minnesota,12424,39807,10012,16617,912,593,0,1,2,0,186,278,6,87,35,4,0,0,13,22,1,0,0,0,81000
2022-10,Mississippi,2439,0,8304,7218,383,408,0,4,4,1,1541,903,3,17,2,0,0,0,4,1,0,1,0,0,21233
2022-10,Missouri,775,113,18211,17451,1639,1268,1,8,1,0,1305,767,18,292,38,0,0,0,35,30,6,2,1,0,41961
2022-10,Montana,1010,0,3780,5862,296,354,13,1,2,0,384,668,3,36,10,1,0,0,12,8,0,0,0,0,12440
2022-10,Nebraska,3469,59,106,2049,17,6,0,4,2,0,3,31,0,18,4,0,0,0,0,1,0,0,0,0,5769
2022-10,Nevada,1637,0,4829,2190,334,284,0,0,1,0,253,53,1,2,0,0,0,0,364,145,33,2,0,0,10128
2022-10,New Hampshire,953,6,5366,3893,348,0,28,0,2,0,0,4,0,125,10,3,0,0,0,0,0,0,0,0,10738
2022-10,New Jersey,0,0,10050,4137,1067,0,0,0,0,1,0,0,0,0,0,0,0,0,73,48,12,10,3,0,15401
2022-10,New Mexico,998,0,6417,4088,538,383,0,6,4,0,363,327,0,37,0,0,0,0,73,40,6,3,1,0,13284
2022-10,New York,4513,2968,9619,13412,943,219,0,0,0,0,30,34,2,56,69,3,3,4,302,355,15,4,10,1,32562
2022-10,North Carolina,24964,69,1458,14220,982,216,0,5,7,0,1847,1268,8,724,107,8,2,0,1,9,1,1,1,1,45899
2022-10,North Dakota,668,15,1875,4315,130,140,0,0,1,1,57,91,1,3,4,0,0,0,1,1,1,0,0,0,7304
2022-10,Ohio,5432,309,21257,15147,1196,1120,0,15,4,0,1267,481,4,252,41,4,0,0,20,12,2,0,0,0,46563
2022-10,Oklahoma,2166,8,11019,9238,969,922,0,20,15,0,1709,1071,7,28,5,0,0,0,24,38,5,4,3,0,27251
2022-10,Oregon,5007,384,18201,11038,0,14,10,0,0,0,2,0,0,175,32,0,0,0,0,0,0,0,0,0,34863
2022-10,Pennsylvania,34029,0,43318,22321,42,0,291,0,0,0,0,0,0,803,125,1,0,0,0,0,0,0,0,0,100930
2022-10,Puerto Rico,0,0,4724,308,57,51,0,2,0,0,30,5,0,0,0,0,0,0,796,62,4,2,0,0,6041
2022-10,Rhode Island,0,0,1011,707,104,137,0,0,0,0,1,0,0,47,10,7,0,0,22,6,1,1,1,0,2055
2022-10,South Carolina,12315,408,10030,6942,695,481,5,3,2,0,837,355,7,240,17,31,0,0,5,4,1,1,0,0,32379
2022-10,South Dakota,940,5,2022,5141,136,177,0,1,0,1,114,141,1,4,3,0,0,0,10,41,0,0,0,0,8737
2022-10,Tennessee,18334,120,26867,17176,1776,0,1,0,0,0,1,2,0,84,10,0,0,0,0,0,0,0,0,0,64371
2022-10,Texas,26520,0,56594,33532,3676,3109,12,63,25,1,7177,3021,47,110,6,0,0,0,61,33,8,4,4,0,134003
2022-10,Utah,10839,60769,4412,4498,596,0,0,2,5,0,266,238,1,215,38,42,0,0,0,0,0,0,0,0,81921
2022-10,Vermont,0,0,1564,2005,108,105,1,0,2,0,8,13,3,0,0,0,0,0,3,7,0,0,0,0,3819
2022-10,Virgin Islands,56,0,30,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,95
2022-10,Virginia,515,244,24372,16631,3310,0,0,0,0,0,0,0,0,484,93,3,0,0,0,0,0,0,0,0,45652
2022-10,Washington,14561,401,15021,11570,3042,54,25,3,4,5,287,545,27,603,116,17,0,0,350,377,156,0,1,1,47166
2022-10,West Virginia,1890,113,4981,6824,241,430,3,0,3,0,713,727,0,13,4,0,0,0,8,2,0,0,0,0,15952
2022-10,Wisconsin,20063,794,16814,16646,955,65,0,0,0,1,149,189,12,145,33,3,0,0,0,3,0,0,0,0,55872
2022-10,Wyoming,367,40,2007,2234,156,126,1,1,0,0,131,142,0,42,11,0,0,0,4,4,2,2,1,0,5271
2022-09,Alabama,18236,307,17226,13518,1213,1104,0,13,8,1,2691,1170,15,30,0,0,0,0,22,29,4,0,0,0,55587
2022-09,Alaska,264,9,3738,3767,400,327,0,2,1,0,257,190,0,32,14,0,0,0,3,3,0,0,1,0,9008
2022-09,Arizona,7643,1570,17476,9048,1694,1094,0,11,1,2,1298,415,7,168,26,0,0,0,11,7,1,0,0,0,40472
2022-09,Arkansas,2548,443,6670,6102,394,452,7,12,6,0,1211,1057,4,0,0,0,0,0,8,10,3,0,0,0,18927
2022-09,California,39113,12104,34417,22375,4527,0,0,1,1,0,748,415,39,1173,607,163,0,0,7283,2974,561,10,10,0,126521
2022-09,Colorado,6664,51,18944,12605,1649,1591,0,0,0,0,0,0,0,293,54,6,0,0,0,0,0,0,0,0,41857
2022-09,Connecticut,7888,540,5121,1660,856,0,1,0,0,0,0,0,0,0,0,0,0,0,386,153,50,0,0,0,16655
2022-09,Delaware,537,0,1803,964,66,64,0,0,0,0,16,8,0,47,0,0,0,0,37,13,0,0,0,0,3555
2022-09,District of Columbia,569,0,634,36,0,16,3,0,0,0,0,0,0,1,0,76,0,0,0,0,0,0,0,0,1335
2022-09,Florida,21987,0,52674,20389,4536,2979,0,4,3,0,3852,988,7,1126,80,9,0,0,285,153,61,43,32,1,109209
2022-09,Georgia,13507,0,17848,9552,804,905,0,16,10,1,2390,1014,7,55,0,0,0,0,17,5,0,0,0,0,46131
2022-09,Guam,0,0,239,91,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357
2022-09,Hawaii,1570,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1571
2022-09,Idaho,4495,77,5503,5756,566,401,0,3,2,0,346,334,1,78,18,0,0,0,7,5,0,0,1,0,17593
2022-09,Illinois,337476,0,21772,10505,1175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370928
2022-09,Indiana,373,39700,21991,12729,1559,953,1,3,5,0,873,337,13,50,10,0,0,0,34,14,6,1,0,0,78652
2022-09,Iowa,3323,5170,2374,3089,138,72,11,0,0,0,23,24,1,65,15,4,0,0,5,2,0,0,0,0,14316
2022-09,Kansas,998,255,5656,5144,550,383,0,16,0,1,564,211,5,60,3,0,0,0,11,3,0,1,0,0,13861
2022-09,Kentucky,638,308692,9610,7857,527,636,3,14,3,0,1892,1077,4,17,2,1,0,0,16,9,0,0,1,0,330999
2022-09,Louisiana,1856,395,12116,9347,837,742,0,7,5,0,1076,650,14,0,0,0,0,0,10,8,1,0,0,0,27064
2022-09,Maine,529,10,3837,5180,291,243,3,1,0,0,67,64,1,34,20,0,0,0,4,4,0,0,0,0,10288
2022-09,Mariana Islands,0,0,16,15,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
2022-09,Maryland,17878,10,11129,5779,121,7,0,0,0,0,93,99,2,95,42,6,0,0,0,17,2,0,1,1,35282
2022-09,Massachusetts,8624,0,4784,2739,1102,244,2,0,0,1,6,15,2,2,0,0,0,0,28,13,3,1,1,0,17567
2022-09,Michigan,16258,5464,19068,17606,1731,878,0,1,3,0,26,205,1,89,9,0,0,0,25,21,1,3,1,0,61390
2022-09,Minnesota,11569,33508,10312,14751,981,594,0,1,2,0,218,230,2,91,20,2,0,0,19,20,2,0,0,0,72322
2022-09,Mississippi,2590,0,8678,6655,405,513,0,6,6,1,1832,891,3,19,3,0,0,0,5,4,0,1,0,0,21612
2022-09,Missouri,829,97,18416,15044,1658,1226,3,10,2,0,1492,742,17,289,42,1,0,0,42,42,5,3,2,0,39962
2022-09,Montana,940,1,4223,5236,328,362,16,2,2,0,415,558,3,33,6,3,0,0,5,10,0,0,1,0,12144
2022-09,Nebraska,3154,86,115,1758,28,4,0,0,0,0,4,40,0,16,4,0,0,0,0,0,0,0,0,0,5209
2022-09,Nevada,1898,0,5043,2322,388,349,0,1,0,0,252,65,0,1,0,0,0,0,393,142,29,0,0,0,10883
2022-09,New Hampshire,1127,2,5444,3616,319,0,40,0,0,0,0,4,0,111,8,10,0,0,0,0,0,0,0,0,10681
2022-09,New Jersey,0,0,9214,3590,976,0,0,0,0,0,0,0,0,0,0,0,0,0,77,48,9,2,1,0,13917
2022-09,New Mexico,1439,0,6341,4228,605,402,0,4,4,0,382,302,1,46,0,0,0,0,96,46,4,1,2,0,13903
2022-09,New York,4206,2271,10159,16180,2128,314,0,1,0,2,42,42,6,58,72,4,1,3,286,343,44,5,10,1,36178
2022-09,North Carolina,24094,127,1347,12819,1094,235,0,12,11,0,1923,1303,12,799,120,6,4,1,2,9,0,0,2,0,43920
2022-09,North Dakota,581,15,1772,3318,175,108,0,0,0,0,80,97,0,13,7,0,0,0,1,2,0,1,0,0,6170
2022-09,Ohio,5234,300,22226,14018,1282,1166,0,21,3,0,1347,482,3,331,71,5,0,0,13,10,0,0,0,0,46512
2022-09,Oklahoma,2205,2,11002,8904,1177,976,0,23,10,2,1894,1116,2,25,5,0,0,0,28,28,3,2,0,0,27404
2022-09,Oregon,5005,346,15511,9892,0,13,10,0,0,0,1,0,0,163,32,0,0,0,0,0,0,0,0,0,30973
2022-09,Pennsylvania,33152,0,40911,20583,38,0,341,0,0,0,0,0,0,786,98,0,0,0,0,0,0,0,0,0,95909
2022-09,Puerto Rico,0,0,3537,263,55,32,0,0,0,0,39,5,0,0,0,0,0,0,582,66,1,0,0,0,4580
2022-09,Rhode Island,0,0,1025,607,90,131,0,0,0,0,6,4,0,10,10,8,0,0,14,8,1,0,0,0,1914
2022-09,South Carolina,14991,364,9923,6477,720,540,2,4,2,0,894,383,2,200,11,29,0,0,14,4,2,0,0,0,34562
2022-09,South Dakota,1001,7,2118,3486,163,184,0,1,0,0,134,144,1,5,1,1,0,0,12,27,7,0,1,0,7293
2022-09,Tennessee,16826,120,28479,16418,1903,0,0,0,0,0,2,0,0,160,3,0,0,0,0,0,0,0,0,0,63911
2022-09,Texas,28270,0,54688,36257,4023,3194,17,54,22,3,7730,2932,68,118,8,1,0,0,60,29,7,2,0,0,137483
2022-09,Utah,10707,62710,4710,4497,568,0,0,2,4,2,277,248,0,230,51,36,0,0,0,0,0,0,0,0,84042
2022-09,Vermont,0,0,1629,1887,121,156,2,8,3,0,6,11,2,0,0,0,0,0,6,1,0,0,0,0,3832
2022-09,Virgin Islands,91,0,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,137
2022-09,Virginia,444,227,23514,14899,3420,0,0,0,0,0,0,0,0,479,80,2,0,0,0,0,0,0,0,0,43065
2022-09,Washington,14454,301,16010,10922,3098,92,14,0,6,3,242,564,34,494,87,21,0,0,303,280,172,1,2,1,47101
2022-09,West Virginia,1958,120,4688,5536,278,382,4,5,3,0,792,685,2,11,2,5,0,0,9,3,0,0,0,0,14483
2022-09,Wisconsin,17279,760,17356,15300,1044,81,0,0,0,1,181,182,9,159,29,4,0,0,0,6,0,0,0,0,52391
2022-09,Wyoming,663,34,2194,2354,162,135,0,0,0,0,139,188,0,23,9,0,0,0,3,5,1,0,0,0,5910
2022-08,Alabama,20271,326,18400,13679,1315,1074,0,15,11,2,2428,933,12,26,0,0,0,0,28,25,3,0,1,0,58549
2022-08,Alaska,291,16,3225,3005,373,208,0,2,0,1,107,111,2,35,17,0,0,0,4,2,0,1,0,0,7400
2022-08,Arizona,8278,2029,19079,9304,1947,1239,0,7,7,0,1214,453,5,182,23,2,0,0,12,6,2,0,0,0,43789
2022-08,Arkansas,2585,334,6885,5697,516,427,14,8,9,0,1145,869,2,0,0,0,0,0,7,8,1,0,1,0,18508
2022-08,California,39274,14674,39236,25005,5743,0,0,0,1,0,863,418,55,701,436,82,0,0,7708,3463,647,15,19,18,138358
2022-08,Colorado,7271,128,20557,13165,1812,1766,0,0,0,0,0,0,0,388,41,2,0,0,0,0,0,0,0,0,45130
2022-08,Connecticut,9417,689,4111,1347,874,0,1,0,0,0,0,0,0,0,0,0,0,0,1717,497,277,0,0,0,18930
2022-08,Delaware,490,0,1913,910,104,71,0,0,0,0,15,4,0,82,0,0,0,0,54,9,1,1,0,0,3654
2022-08,District of Columbia,1102,0,491,18,0,12,3,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,1644
2022-08,Florida,20897,0,60229,22654,5518,3159,0,6,7,3,3711,921,6,1534,118,7,0,0,397,234,72,58,41,4,119576
2022-08,Georgia,10902,0,18868,9588,949,820,0,17,6,0,2039,786,16,63,1,0,0,0,18,5,1,2,0,0,44081
2022-08,Guam,0,0,204,78,20,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320
2022-08,Hawaii,1716,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1719
2022-08,Idaho,6012,87,5663,5167,575,380,0,1,1,0,348,307,1,75,25,0,0,0,12,15,0,0,0,0,18669
2022-08,Illinois,346856,0,21278,10914,1214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380262
2022-08,Indiana,339,40859,23746,12311,1717,1065,1,10,4,1,878,371,13,63,3,0,0,0,32,19,1,0,0,0,81433
2022-08,Iowa,3571,5974,2425,2684,151,96,9,0,0,0,22,38,1,62,6,0,0,0,2,0,0,0,0,0,15041
2022-08,Kansas,1509,209,5954,5134,649,431,0,7,1,0,528,222,2,60,9,1,0,0,4,5,2,1,0,0,14728
2022-08,Kentucky,797,238919,9851,7604,645,617,3,7,4,0,1679,955,3,39,9,0,0,0,9,8,0,2,1,1,261153
2022-08,Louisiana,2424,346,12861,8514,1002,731,0,6,5,1,992,519,15,0,0,0,0,0,11,12,3,1,0,0,27443
2022-08,Maine,658,1,3778,3866,399,238,4,0,1,0,70,42,0,30,9,0,0,0,3,2,1,0,0,0,9102
2022-08,Mariana Islands,0,0,9,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
2022-08,Maryland,16787,22,12452,5404,131,19,0,0,1,0,69,81,1,78,25,11,0,0,0,20,1,0,0,0,35102
2022-08,Massachusetts,9865,0,5608,2939,1306,288,2,0,0,0,10,11,3,2,1,0,0,0,26,13,4,1,1,0,20080
2022-08,Michigan,18326,6868,19504,15053,1908,857,1,0,3,0,19,253,5,71,10,0,0,0,16,10,1,1,1,0,62907
2022-08,Minnesota,13461,34423,11079,11982,1096,588,0,1,2,0,206,206,3,87,17,4,0,0,20,20,3,0,0,0,73198
2022-08,Mississippi,2651,0,10282,8410,574,658,0,9,2,1,1676,758,4,28,3,0,0,0,9,7,0,1,1,0,25074
2022-08,Missouri,1199,70,18675,14329,1948,1242,3,11,2,1,1317,639,9,301,34,5,0,0,46,53,15,9,5,0,39913
2022-08,Montana,891,2,4301,4340,382,284,19,2,1,0,406,460,1,38,7,2,0,0,4,15,2,0,0,0,11157
2022-08,Nebraska,3954,152,107,1620,16,6,0,0,0,0,1,35,0,27,12,0,0,0,0,0,0,0,0,0,5930
2022-08,Nevada,2555,0,5591,2426,387,353,0,4,3,0,237,88,0,1,1,0,0,0,406,153,16,0,0,0,12221
2022-08,New Hampshire,1103,9,5954,3293,324,0,20,0,1,0,0,7,0,116,10,4,0,0,0,0,0,0,0,0,10841
2022-08,New Jersey,0,0,10281,4003,1002,0,0,0,0,0,0,0,0,0,0,0,0,0,93,46,7,2,1,0,15435
2022-08,New Mexico,1165,0,7463,4335,733,385,0,5,1,1,457,290,3,47,0,0,0,0,68,44,7,1,0,0,15005
2022-08,New York,5060,3302,12197,23170,4325,667,0,0,0,0,48,35,10,42,71,4,0,1,332,376,64,9,18,3,49734
2022-08,North Carolina,29181,87,1571,12808,1231,250,0,9,9,0,1791,1119,13,809,141,21,0,1,1,17,3,0,1,0,49063
2022-08,North Dakota,736,15,1900,2753,175,127,0,0,0,0,75,103,2,13,5,0,0,0,5,3,0,1,1,0,5914
2022-08,Ohio,5805,285,23314,13691,1581,1210,0,19,4,1,1250,450,6,273,110,8,0,0,11,6,0,0,1,1,48026
2022-08,Oklahoma,2989,3,12065,8538,1471,931,0,18,15,0,1802,1092,8,541,5,0,0,0,42,55,12,4,4,0,29595
2022-08,Oregon,5007,358,15535,9139,0,10,10,0,0,0,0,0,0,184,29,0,0,0,0,0,0,0,0,0,30272
2022-08,Pennsylvania,32791,1,43173,19780,42,0,325,0,0,0,0,0,0,792,95,1,0,0,0,0,0,0,0,0,97000
2022-08,Puerto Rico,0,0,4808,352,53,54,0,0,0,0,51,7,0,0,0,0,0,0,819,84,0,10,0,0,6238
2022-08,Rhode Island,0,0,1144,676,115,146,0,0,0,0,4,3,0,25,11,7,0,0,10,2,0,0,0,0,2143
2022-08,South Carolina,12135,616,10679,6543,823,525,4,4,3,0,838,321,0,261,13,40,0,0,13,4,4,0,1,0,32827
2022-08,South Dakota,1005,7,2282,3123,221,167,0,0,0,0,148,133,1,29,1,5,0,0,18,15,3,0,0,0,7158
2022-08,Tennessee,18727,179,27877,16463,1898,0,0,0,0,0,0,0,0,196,4,0,0,0,0,0,0,0,0,0,65344
2022-08,Texas,28662,0,57617,33989,4632,3333,23,47,29,1,7328,2825,60,171,4,0,0,0,56,35,12,1,4,0,138829
2022-08,Utah,12438,62635,5251,4268,632,0,0,2,4,1,233,195,0,226,34,43,0,0,0,0,0,0,0,0,85962
2022-08,Vermont,0,0,1595,1567,119,83,2,1,2,0,7,11,1,5,0,0,0,0,2,6,0,0,0,0,3401
2022-08,Virgin Islands,263,0,38,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,312
2022-08,Virginia,388,189,23927,14134,3586,0,0,0,0,0,0,0,0,473,91,2,0,0,0,0,0,0,0,0,42790
2022-08,Washington,17390,330,16573,10248,3576,93,16,1,4,6,281,436,30,633,111,16,0,0,434,334,179,1,2,1,50695
2022-08,West Virginia,2509,219,4730,4762,306,352,0,1,1,0,751,576,1,23,0,2,0,0,6,1,1,0,0,0,14241
2022-08,Wisconsin,16577,897,17139,13028,1080,76,0,0,0,1,143,129,14,160,35,0,0,0,0,3,0,0,0,0,49282
2022-08,Wyoming,239,21,2325,2137,208,127,0,0,0,0,167,139,1,38,10,0,0,0,3,2,1,0,0,0,5418
2022-07,Alabama,18043,313,18732,11235,1411,1045,0,4,3,0,2498,893,15,48,0,0,0,0,43,15,8,0,1,0,54307
2022-07,Alaska,107,59,3200,2486,314,214,0,1,0,0,122,84,1,27,14,0,0,0,1,2,0,0,0,0,6632
2022-07,Arizona,7730,1568,19301,8868,1998,1228,0,13,3,1,1195,346,8,142,14,0,0,0,10,8,1,0,0,0,42434
2022-07,Arkansas,2210,367,6626,4388,478,371,7,5,4,2,1132,781,1,0,0,0,0,0,10,10,2,1,0,0,16395
2022-07,California,22621,12734,41159,23489,6090,0,0,1,0,0,543,377,21,1160,769,94,0,0,7914,3261,651,33,15,0,120932
2022-07,Colorado,6833,15,18940,11365,1789,1766,0,0,0,0,0,0,0,310,53,0,0,0,0,0,0,0,0,0,41071
2022-07,Connecticut,7905,652,4688,1358,986,0,2,0,0,0,0,0,0,0,0,0,0,0,1292,339,233,0,0,0,17455
2022-07,Delaware,440,0,2023,886,83,72,0,0,1,0,20,6,0,53,0,0,0,0,42,13,0,0,0,0,3639
2022-07,District of Columbia,856,0,379,12,0,7,0,0,0,0,0,0,0,1,0,18,0,0,0,0,0,0,0,0,1273
2022-07,Florida,22162,0,61996,21087,5289,3155,0,10,4,0,3638,887,10,1326,100,1,0,0,316,210,72,42,20,3,120328
2022-07,Georgia,10149,0,19307,7697,928,812,0,16,8,0,1973,715,13,51,1,0,0,0,19,3,4,0,0,0,41696
2022-07,Guam,0,0,185,97,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303
2022-07,Hawaii,1827,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,1834
2022-07,Idaho,6245,22,5819,4576,684,353,0,1,2,0,329,239,1,77,7,0,0,0,7,8,2,0,1,0,18373
2022-07,Illinois,295349,0,20758,9843,1133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327083
2022-07,Indiana,386,42297,25699,10652,1683,1023,4,3,2,0,847,298,12,47,2,0,0,0,30,11,2,1,0,0,82999
2022-07,Iowa,3041,4563,2594,2292,125,80,5,0,0,0,34,23,0,48,5,0,0,0,2,6,1,0,0,0,12819
2022-07,Kansas,1124,356,6433,4363,652,395,0,3,1,0,494,219,4,67,11,0,0,0,7,2,1,0,2,0,14134
2022-07,Kentucky,630,303698,10184,6714,642,639,0,11,10,0,1636,854,2,24,2,0,0,0,19,18,1,0,0,0,325084
2022-07,Louisiana,1737,182,12568,6411,1028,703,0,7,5,0,924,490,6,0,0,0,0,0,8,10,1,0,1,0,24081
2022-07,Maine,595,4,3976,3326,389,236,1,0,0,0,88,61,0,20,10,1,0,0,6,5,1,0,0,0,8719
2022-07,Mariana Islands,0,0,7,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
2022-07,Maryland,6252,24,9712,5211,120,7,0,0,0,0,86,69,2,84,33,4,0,0,0,17,2,0,2,0,21625
2022-07,Massachusetts,9998,0,5032,2542,1167,249,1,0,0,0,10,8,4,1,0,0,0,0,17,17,7,1,0,0,19054
2022-07,Michigan,16243,5356,20700,12962,1895,781,1,0,0,1,34,172,3,70,16,0,0,0,14,9,0,1,1,0,58259
2022-07,Minnesota,11428,34008,10166,8655,1004,539,0,0,4,0,205,183,2,70,12,1,0,0,20,16,0,0,1,0,66314
2022-07,Mississippi,2310,0,8178,4903,481,430,0,3,9,0,1593,720,5,25,0,1,0,0,5,0,2,0,2,0,18667
2022-07,Missouri,1078,96,19786,12698,2091,1244,1,13,5,1,1338,646,10,301,43,2,0,0,36,39,10,0,4,0,39442
2022-07,Montana,832,2,4333,3870,357,297,12,1,3,1,388,410,3,39,4,0,0,0,6,7,1,0,2,0,10568
2022-07,Nebraska,3125,116,130,1397,19,4,0,0,0,0,7,25,0,17,7,0,0,0,0,2,0,0,0,0,4849
2022-07,Nevada,3194,0,5284,2221,409,340,0,1,0,0,188,42,1,0,1,0,0,0,315,117,16,1,0,0,12130
2022-07,New Hampshire,865,0,5940,3031,408,1,16,0,5,0,0,1,0,136,14,1,0,0,0,0,0,0,0,0,10418
2022-07,New Jersey,0,0,9460,3963,926,0,0,0,0,0,0,0,0,0,0,0,0,0,82,49,6,0,2,0,14488
2022-07,New Mexico,683,0,6740,3797,620,363,0,7,5,0,408,259,2,26,0,0,0,0,79,34,2,1,1,0,13027
2022-07,New York,4005,3469,10691,14983,3286,470,0,0,2,1,45,42,8,52,59,3,0,2,282,281,49,5,8,0,37743
2022-07,North Carolina,25762,92,1928,11528,1229,228,0,6,7,0,1747,1090,10,725,130,15,3,0,0,4,6,1,2,0,44513
2022-07,North Dakota,977,4,1840,2386,180,94,0,0,0,0,52,60,1,11,2,4,0,0,3,3,0,0,0,0,5617
2022-07,Ohio,5680,419,25780,12538,1537,1126,0,13,2,0,1257,431,7,184,65,6,0,0,8,9,3,0,1,0,49066
2022-07,Oklahoma,2941,1,12381,7220,1429,831,0,26,12,1,1794,938,11,206,0,1,0,0,22,24,8,1,2,0,27849
2022-07,Oregon,5627,325,15740,8659,0,17,7,0,0,0,0,0,0,195,44,0,0,0,0,0,0,0,0,0,30614
2022-07,Pennsylvania,31640,0,42923,18194,40,0,357,0,0,0,0,0,0,707,100,0,0,0,0,0,0,0,0,0,93961
2022-07,Puerto Rico,0,0,4631,333,49,49,0,0,1,0,39,5,0,0,0,0,0,0,834,48,1,3,0,0,5993
2022-07,Rhode Island,0,0,1069,579,80,162,0,0,0,0,4,0,0,18,7,5,0,0,11,4,1,0,0,0,1940
2022-07,South Carolina,10255,414,10964,5364,837,512,1,2,1,3,877,330,3,227,14,38,0,0,16,6,2,0,0,0,29866
2022-07,South Dakota,1054,9,2175,2375,196,125,0,1,0,0,143,122,0,8,0,0,0,0,14,9,5,0,0,0,6236
2022-07,Tennessee,18356,99,28300,14569,1971,0,2,0,0,0,1,1,0,144,7,3,0,0,0,0,0,0,0,0,63453
2022-07,Texas,29812,0,60260,27696,4489,3248,14,57,21,3,7354,2555,64,137,10,0,0,0,76,41,12,3,2,0,135854
2022-07,Utah,10390,64702,5319,4111,696,0,0,6,3,0,220,189,1,201,37,34,0,0,0,0,0,0,0,0,85909
2022-07,Vermont,0,0,1668,1410,127,105,1,0,0,0,9,6,1,0,0,0,0,0,3,3,0,0,0,0,3333
2022-07,Virgin Islands,119,0,61,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,189
2022-07,Virginia,367,166,25758,13491,3582,0,0,0,0,0,0,0,0,499,95,1,0,0,0,0,0,0,0,0,43959
2022-07,Washington,16305,225,22666,11347,3871,83,6,1,6,5,294,461,25,509,80,19,0,0,343,319,152,0,3,1,56721
2022-07,West Virginia,2009,94,5109,4504,308,373,0,3,0,0,758,556,2,14,0,0,0,0,1,10,2,0,0,0,13743
2022-07,Wisconsin,16179,681,16943,10414,1123,51,0,0,0,3,181,117,14,167,33,5,0,0,0,5,0,0,0,0,45916
2022-07,Wyoming,393,34,2167,1990,200,124,0,2,2,0,149,126,0,23,4,0,0,0,3,5,0,0,1,0,5223
2022-06,Alabama,19380,389,20615,12473,1670,1168,0,17,6,0,2307,902,19,40,0,0,0,0,26,29,8,0,0,0,59049
2022-06,Alaska,225,13,3265,2451,355,223,0,3,2,0,141,91,1,29,17,0,0,0,3,2,0,0,0,0,6821
2022-06,Arizona,7912,1369,21680,10684,2246,1487,0,5,1,2,1049,369,6,197,15,0,0,0,12,7,2,1,0,0,47044
2022-06,Arkansas,2495,494,7462,4881,624,453,11,10,5,2,1090,790,1,0,0,0,0,0,7,11,1,0,0,0,18337
2022-06,California,20367,11254,43113,27018,7422,0,0,0,0,8,813,454,45,923,564,135,0,0,7848,3128,779,39,19,1,123930
2022-06,Colorado,7284,25,20602,12857,2061,2040,2,0,0,0,0,0,0,347,49,5,0,0,0,0,0,0,0,0,45272
2022-06,Connecticut,6991,522,5869,1730,1419,0,1,0,0,0,0,0,0,0,0,0,0,0,496,141,89,0,0,0,17258
2022-06,Delaware,622,0,3504,3475,1419,614,0,0,0,0,21,5,0,58,0,0,0,0,88,66,14,4,1,0,9891
2022-06,District of Columbia,496,0,406,12,0,2,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,928
2022-06,Florida,23118,0,70236,26816,6465,4001,0,10,1,0,3588,890,13,1303,101,4,0,0,373,245,91,39,42,0,137336
